shipment_id,product_id,stock_on_hand,recorded_at
S05546,Stable Brooms / Yard Brushes,17958,04/05/2025 11:28
S05547,Shovels / Rakes,10932,20/04/2025 10:08
S05548,Manure Scoops,11844,22/04/2025 09:52
S05549,Shovels / Rakes,12275,01/05/2025 17:45
S05550,Rubber Matting (for stalls and walkways),4664,15/05/2025 21:58
S05551,Shovels / Rakes,28730,17/04/2025 06:33
S05552,Stable Brooms / Yard Brushes,20976,21/04/2025 13:17
S05553,Water Troughs / Water Buckets,9690,16/04/2025 07:18
S05554,Muck Forks / Stable Forks,10508,03/05/2025 11:53
S05555,Water Troughs / Water Buckets,20133,20/04/2025 20:24
S05556,Storage Bins / Feed Storage,24927,17/04/2025 15:04
S05557,Hay Nets / Hay Bags,12269,28/04/2025 10:32
S05558,Stable Brooms / Yard Brushes,21956,20/04/2025 12:19
S05559,Hay Nets / Hay Bags,25076,01/05/2025 06:28
S05560,Feed Buckets / Feed Tubs,22488,24/04/2025 13:33
S05561,Feed Buckets / Feed Tubs,17497,06/04/2025 12:17
S05562,Hay Nets / Hay Bags,13912,18/04/2025 05:29
S05563,Stable Brooms / Yard Brushes,15413,23/04/2025 17:35
S05564,Muck Forks / Stable Forks,12782,11/05/2025 08:39
S05565,Muck Forks / Stable Forks,5337,15/05/2025 14:56
S05566,Stable Brooms / Yard Brushes,24378,24/04/2025 14:44
S05567,Muck Forks / Stable Forks,16090,13/05/2025 18:44
S05568,Feed Buckets / Feed Tubs,13900,18/04/2025 05:26
S05569,Hay Nets / Hay Bags,15484,16/05/2025 06:57
S05570,Feed Buckets / Feed Tubs,19161,15/05/2025 19:46
S05571,Stable Brooms / Yard Brushes,32817,03/05/2025 13:56
S05572,Muck Forks / Stable Forks,20568,23/04/2025 10:02
S05573,Stable Brooms / Yard Brushes,19312,02/05/2025 18:01
S05574,Feed Buckets / Feed Tubs,26642,30/04/2025 06:25
S05575,Water Troughs / Water Buckets,45634,18/04/2025 20:47
S05576,Rubber Matting (for stalls and walkways),11288,13/05/2025 14:41
S05577,Water Troughs / Water Buckets,20133,20/04/2025 19:05
S05578,Shovels / Rakes,20537,03/05/2025 07:56
S05579,Feed Buckets / Feed Tubs,24529,06/05/2025 16:19
S05580,Muck Forks / Stable Forks,18607,07/05/2025 15:44
S05581,Water Troughs / Water Buckets,16791,17/04/2025 17:47
S05582,Stable Brooms / Yard Brushes,27674,22/04/2025 12:46
S05583,Water Troughs / Water Buckets,45634,18/04/2025 15:26
S05584,Stable Brooms / Yard Brushes,27674,22/04/2025 15:13
S05585,Muck Forks / Stable Forks,10280,25/04/2025 17:19
S05586,Storage Bins / Feed Storage,29009,19/04/2025 06:07
S05587,Feed Buckets / Feed Tubs,36649,16/05/2025 08:05
S05588,Shovels / Rakes,38851,24/04/2025 20:13
S05589,Feed Buckets / Feed Tubs,33812,19/04/2025 15:00
S05590,Water Troughs / Water Buckets,20133,20/04/2025 05:22
S05591,Feed Buckets / Feed Tubs,33812,19/04/2025 19:08
S05592,Feed Buckets / Feed Tubs,33812,19/04/2025 07:56
S05593,Water Troughs / Water Buckets,45634,18/04/2025 07:21
S05594,Water Troughs / Water Buckets,9690,16/04/2025 09:10
S05595,Manure Scoops,16674,19/04/2025 18:53
S05596,Storage Bins / Feed Storage,11713,13/05/2025 13:15
S05597,Feed Buckets / Feed Tubs,22488,24/04/2025 15:48
S05598,Feed Buckets / Feed Tubs,26608,20/04/2025 12:39
S05599,Water Troughs / Water Buckets,20133,20/04/2025 08:48
S05600,Shovels / Rakes,38851,24/04/2025 20:17
S05601,Feed Buckets / Feed Tubs,22989,04/05/2025 10:50
S05602,Manure Scoops,11844,22/04/2025 17:57
S05603,Feed Buckets / Feed Tubs,13977,17/04/2025 06:12
S05604,Rubber Matting (for stalls and walkways),23973,16/05/2025 14:21
S05605,Storage Bins / Feed Storage,24738,16/04/2025 10:11
S05606,Stable Brooms / Yard Brushes,11087,19/04/2025 06:56
S05607,Manure Scoops,20523,21/04/2025 06:07
S05608,Shovels / Rakes,38851,24/04/2025 11:16
S05609,Storage Bins / Feed Storage,15314,20/04/2025 20:13
S05610,Feed Buckets / Feed Tubs,16349,29/04/2025 19:49
S05611,Muck Forks / Stable Forks,16090,13/05/2025 06:51
S05612,Manure Scoops,15073,18/04/2025 21:47
S05613,Stable Brooms / Yard Brushes,23523,17/04/2025 09:35
S05614,Muck Forks / Stable Forks,4161,19/04/2025 12:00
S05615,Feed Buckets / Feed Tubs,11184,08/05/2025 14:07
S05616,Water Troughs / Water Buckets,21207,21/04/2025 11:56
S05617,Storage Bins / Feed Storage,21109,02/05/2025 13:09
S05618,Storage Bins / Feed Storage,26385,06/05/2025 16:18
S05619,Feed Buckets / Feed Tubs,22488,24/04/2025 15:20
S05620,Storage Bins / Feed Storage,17084,09/05/2025 14:49
S05621,Rubber Matting (for stalls and walkways),12893,06/05/2025 06:23
S05622,Muck Forks / Stable Forks,10408,22/04/2025 11:41
S05623,Rubber Matting (for stalls and walkways),23973,16/05/2025 17:44
S05624,Muck Forks / Stable Forks,20568,23/04/2025 12:18
S05625,Muck Forks / Stable Forks,18126,10/05/2025 10:24
S05626,Muck Forks / Stable Forks,10410,09/05/2025 13:01
S05627,Stable Brooms / Yard Brushes,23523,17/04/2025 09:16
S05628,Muck Forks / Stable Forks,15265,06/05/2025 15:15
S05629,Shovels / Rakes,17955,25/04/2025 10:41
S05630,Feed Buckets / Feed Tubs,23388,21/04/2025 07:43
S05631,Manure Scoops,15593,20/04/2025 11:50
S05632,Manure Scoops,15073,18/04/2025 17:23
S05633,Shovels / Rakes,38851,24/04/2025 06:11
S05634,Manure Scoops,13460,25/04/2025 10:50
S05635,Water Troughs / Water Buckets,20133,20/04/2025 09:50
S05636,Storage Bins / Feed Storage,18436,08/05/2025 07:13
S05637,Water Troughs / Water Buckets,45634,18/04/2025 07:04
S05638,Shovels / Rakes,21077,22/04/2025 17:49
S05639,Hay Nets / Hay Bags,9636,02/05/2025 16:14
S05640,Storage Bins / Feed Storage,23260,01/05/2025 19:00
S05641,Stable Brooms / Yard Brushes,27674,22/04/2025 15:42
S05642,Water Troughs / Water Buckets,20133,20/04/2025 20:12
S05643,Feed Buckets / Feed Tubs,24664,26/04/2025 08:37
S05644,Manure Scoops,20523,21/04/2025 18:55
S05645,Feed Buckets / Feed Tubs,23417,07/05/2025 17:36
S05646,Feed Buckets / Feed Tubs,33812,19/04/2025 08:02
S05647,Water Troughs / Water Buckets,45634,18/04/2025 14:58
S05648,Feed Buckets / Feed Tubs,13977,17/04/2025 18:12
S05649,Feed Buckets / Feed Tubs,11220,23/04/2025 16:32
S05650,Storage Bins / Feed Storage,28544,03/05/2025 13:20
S05651,Feed Buckets / Feed Tubs,24664,26/04/2025 08:23
S05652,Muck Forks / Stable Forks,7614,05/05/2025 15:08
S05653,Feed Buckets / Feed Tubs,28598,07/04/2025 06:01
S05654,Muck Forks / Stable Forks,13737,20/04/2025 05:35
S05655,Muck Forks / Stable Forks,10827,26/04/2025 18:29
S05656,Water Troughs / Water Buckets,24341,19/04/2025 07:02
S05657,Water Troughs / Water Buckets,19048,25/04/2025 07:33
S05658,Manure Scoops,8429,24/04/2025 12:39
S05659,Stable Brooms / Yard Brushes,32817,03/05/2025 14:25
S05660,Storage Bins / Feed Storage,29009,19/04/2025 12:49
S05661,Muck Forks / Stable Forks,13436,14/05/2025 10:20
S05662,Shovels / Rakes,30102,17/05/2025 12:13
S05663,Stable Brooms / Yard Brushes,21605,01/05/2025 18:12
S05664,Hay Nets / Hay Bags,15484,16/05/2025 05:23
S05665,Shovels / Rakes,11253,05/05/2025 12:00
S05666,Hay Nets / Hay Bags,20719,21/04/2025 12:44
S05667,Muck Forks / Stable Forks,13737,20/04/2025 05:50
S05668,Manure Scoops,16674,19/04/2025 19:21
S05669,Feed Buckets / Feed Tubs,22989,04/05/2025 05:19
S05670,Muck Forks / Stable Forks,18035,12/05/2025 07:47
S05671,Hay Nets / Hay Bags,13912,18/04/2025 18:45
S05672,Water Troughs / Water Buckets,19048,25/04/2025 17:21
S05673,Shovels / Rakes,10932,20/04/2025 09:04
S05674,Manure Scoops,13460,25/04/2025 18:10
S05675,Feed Buckets / Feed Tubs,20867,12/05/2025 09:58
S05676,Storage Bins / Feed Storage,8053,18/04/2025 19:49
S05677,Feed Buckets / Feed Tubs,21570,16/04/2025 05:09
S05678,Water Troughs / Water Buckets,45634,18/04/2025 05:15
S05679,Hay Nets / Hay Bags,19027,17/04/2025 06:55
S05680,Muck Forks / Stable Forks,18797,17/05/2025 11:53
S05681,Muck Forks / Stable Forks,10827,26/04/2025 10:23
S05682,Shovels / Rakes,12957,16/05/2025 08:13
S05683,Hay Nets / Hay Bags,21645,07/05/2025 11:01
S05684,Rubber Matting (for stalls and walkways),9321,11/05/2025 15:42
S05685,Stable Brooms / Yard Brushes,22130,25/04/2025 14:19
S05686,Water Troughs / Water Buckets,21207,21/04/2025 11:47
S05687,Stable Brooms / Yard Brushes,21605,01/05/2025 11:46
S05688,Rubber Matting (for stalls and walkways),23973,16/05/2025 15:10
S05689,Stable Brooms / Yard Brushes,24344,15/05/2025 18:18
S05690,Manure Scoops,15593,20/04/2025 11:26
S05691,Water Troughs / Water Buckets,21207,21/04/2025 07:01
S05692,Feed Buckets / Feed Tubs,16262,01/05/2025 05:22
S05693,Rubber Matting (for stalls and walkways),18415,14/05/2025 10:58
S05694,Manure Scoops,8429,24/04/2025 09:46
S05695,Storage Bins / Feed Storage,24738,16/04/2025 14:11
S05696,Water Troughs / Water Buckets,24341,19/04/2025 06:19
S05697,Shovels / Rakes,10162,15/05/2025 20:01
S05698,Stable Brooms / Yard Brushes,15974,27/04/2025 11:03
S05699,Manure Scoops,13460,25/04/2025 10:50
S05700,Rubber Matting (for stalls and walkways),18415,14/05/2025 13:29
S05701,Shovels / Rakes,12275,01/05/2025 10:41
S05702,Shovels / Rakes,19260,11/04/2025 16:18
S05703,Stable Brooms / Yard Brushes,27674,22/04/2025 19:53
S05704,Water Troughs / Water Buckets,19048,25/04/2025 16:17
S05705,Feed Buckets / Feed Tubs,26608,20/04/2025 11:27
S05706,Muck Forks / Stable Forks,16698,18/04/2025 05:49
S05707,Water Troughs / Water Buckets,16089,26/04/2025 08:58
S05708,Stable Brooms / Yard Brushes,17099,18/04/2025 07:48
S05709,Storage Bins / Feed Storage,3300,04/05/2025 05:55
S05710,Feed Buckets / Feed Tubs,25710,11/05/2025 21:22
S05711,Feed Buckets / Feed Tubs,31070,27/04/2025 18:26
S05712,Shovels / Rakes,11253,05/05/2025 08:46
S05713,Feed Buckets / Feed Tubs,23417,07/05/2025 08:11
S05714,Feed Buckets / Feed Tubs,5878,22/04/2025 16:11
S05715,Manure Scoops,19669,23/04/2025 21:54
S05716,Rubber Matting (for stalls and walkways),12286,08/05/2025 10:15
S05717,Shovels / Rakes,17955,25/04/2025 16:39
S05718,Manure Scoops,11844,22/04/2025 12:27
S05719,Shovels / Rakes,12957,16/05/2025 10:07
S05720,Shovels / Rakes,11253,05/05/2025 09:04
S05721,Water Troughs / Water Buckets,45634,18/04/2025 21:28
S05722,Shovels / Rakes,7833,08/05/2025 17:12
S05723,Hay Nets / Hay Bags,20719,21/04/2025 14:04
S05724,Rubber Matting (for stalls and walkways),16659,01/05/2025 15:57
S05725,Feed Buckets / Feed Tubs,26608,20/04/2025 05:16
S05726,Feed Buckets / Feed Tubs,31070,27/04/2025 10:10
S05727,Water Troughs / Water Buckets,9518,22/04/2025 14:31
S05728,Shovels / Rakes,13964,04/05/2025 12:03
S05729,Storage Bins / Feed Storage,18074,23/04/2025 08:38
S05730,Manure Scoops,13460,25/04/2025 14:37
S05731,Hay Nets / Hay Bags,37874,05/05/2025 20:33
S05732,Storage Bins / Feed Storage,8053,18/04/2025 16:30
S05733,Feed Buckets / Feed Tubs,33812,19/04/2025 11:54
S05734,Shovels / Rakes,17955,25/04/2025 19:31
S05735,Shovels / Rakes,21042,26/04/2025 18:32
S05736,Feed Buckets / Feed Tubs,23417,07/05/2025 21:45
S05737,Shovels / Rakes,11253,05/05/2025 20:51
S05738,Manure Scoops,19669,23/04/2025 17:31
S05739,Rubber Matting (for stalls and walkways),18415,14/05/2025 14:48
S05740,Muck Forks / Stable Forks,6148,27/04/2025 12:08
S05741,Stable Brooms / Yard Brushes,27674,22/04/2025 05:46
S05742,Shovels / Rakes,11244,21/04/2025 09:15
S05743,Water Troughs / Water Buckets,24341,19/04/2025 17:45
S05744,Rubber Matting (for stalls and walkways),16517,04/05/2025 05:44
S05745,Stable Brooms / Yard Brushes,20095,18/05/2025 16:47
S05746,Storage Bins / Feed Storage,10937,17/05/2025 08:47
S05747,Shovels / Rakes,21042,26/04/2025 11:20
S05748,Water Troughs / Water Buckets,24341,19/04/2025 11:38
S05749,Feed Buckets / Feed Tubs,26608,20/04/2025 11:09
S05750,Manure Scoops,11844,22/04/2025 19:58
S05751,Manure Scoops,15593,20/04/2025 09:30
S05752,Hay Nets / Hay Bags,18260,14/05/2025 05:24
S05753,Water Troughs / Water Buckets,24341,19/04/2025 19:54
S05754,Hay Nets / Hay Bags,8929,23/04/2025 19:14
S05755,Muck Forks / Stable Forks,10611,04/05/2025 07:39
S05756,Rubber Matting (for stalls and walkways),11288,13/05/2025 16:14
S05757,Feed Buckets / Feed Tubs,22488,24/04/2025 16:20
S05758,Water Troughs / Water Buckets,9518,22/04/2025 20:00
S05759,Manure Scoops,15593,20/04/2025 09:12
S05760,Hay Nets / Hay Bags,17848,04/05/2025 17:57
S05761,Hay Nets / Hay Bags,20719,21/04/2025 10:42
S05762,Hay Nets / Hay Bags,6633,13/05/2025 09:37
S05763,Stable Brooms / Yard Brushes,20095,18/05/2025 06:44
S05764,Rubber Matting (for stalls and walkways),23973,16/05/2025 10:19
S05765,Stable Brooms / Yard Brushes,19312,02/05/2025 12:17
S05766,Shovels / Rakes,8795,11/05/2025 06:41
S05767,Manure Scoops,8429,24/04/2025 12:55
S05768,Muck Forks / Stable Forks,5337,15/05/2025 06:41
S05769,Rubber Matting (for stalls and walkways),11773,09/05/2025 10:38
S05770,Feed Buckets / Feed Tubs,20867,12/05/2025 17:47
S05771,Storage Bins / Feed Storage,24927,17/04/2025 13:13
S05772,Water Troughs / Water Buckets,8330,23/04/2025 05:42
S05773,Stable Brooms / Yard Brushes,32427,06/05/2025 12:39
S05774,Stable Brooms / Yard Brushes,24378,24/04/2025 17:50
S05775,Storage Bins / Feed Storage,29009,19/04/2025 13:37
S05776,Stable Brooms / Yard Brushes,26335,26/04/2025 18:30
S05777,Feed Buckets / Feed Tubs,26608,20/04/2025 08:14
S05778,Stable Brooms / Yard Brushes,17700,07/05/2025 15:31
S05779,Shovels / Rakes,8795,11/05/2025 10:53
S05780,Storage Bins / Feed Storage,12024,21/04/2025 14:29
S05781,Storage Bins / Feed Storage,18074,23/04/2025 10:21
S05782,Water Troughs / Water Buckets,21207,21/04/2025 07:08
S05783,Water Troughs / Water Buckets,16089,26/04/2025 11:30
S05784,Stable Brooms / Yard Brushes,15413,23/04/2025 08:14
S05785,Muck Forks / Stable Forks,18035,12/05/2025 05:31
S05786,Muck Forks / Stable Forks,10827,26/04/2025 15:09
S05787,Manure Scoops,13460,25/04/2025 12:49
S05788,Stable Brooms / Yard Brushes,15413,23/04/2025 16:45
S05789,Stable Brooms / Yard Brushes,24344,15/05/2025 11:43
S05790,Feed Buckets / Feed Tubs,7841,18/05/2025 14:10
S05791,Stable Brooms / Yard Brushes,20614,13/05/2025 09:55
S05792,Stable Brooms / Yard Brushes,26335,26/04/2025 10:58
S05793,Water Troughs / Water Buckets,45634,18/04/2025 11:06
S05794,Stable Brooms / Yard Brushes,29342,16/05/2025 13:49
S05795,Hay Nets / Hay Bags,20719,21/04/2025 20:22
S05796,Feed Buckets / Feed Tubs,18480,25/04/2025 08:14
S05797,Stable Brooms / Yard Brushes,23774,28/04/2025 09:31
S05798,Rubber Matting (for stalls and walkways),6886,03/05/2025 14:00
S05799,Storage Bins / Feed Storage,28544,03/05/2025 08:55
S05800,Feed Buckets / Feed Tubs,,
S05801,Water Troughs / Water Buckets,45634,18/04/2025 17:13
S05802,Hay Nets / Hay Bags,6633,13/05/2025 21:03
S05803,Shovels / Rakes,10932,20/04/2025 09:56
S05804,Feed Buckets / Feed Tubs,23388,21/04/2025 05:19
S05805,Storage Bins / Feed Storage,10038,15/05/2025 16:50
S05806,Shovels / Rakes,11244,21/04/2025 10:25
S05807,Shovels / Rakes,38851,24/04/2025 06:39
S05808,Manure Scoops,11844,22/04/2025 05:33
S05809,Storage Bins / Feed Storage,9483,24/04/2025 18:55
S05810,Feed Buckets / Feed Tubs,24045,17/05/2025 14:58
S05811,Manure Scoops,20523,21/04/2025 08:39
S05812,Hay Nets / Hay Bags,12559,15/05/2025 12:18
S05813,Water Troughs / Water Buckets,15428,24/04/2025 20:58
S05814,Rubber Matting (for stalls and walkways),23973,16/05/2025 20:01
S05815,Hay Nets / Hay Bags,21538,20/05/2025 10:43
S05816,Feed Buckets / Feed Tubs,18480,25/04/2025 19:58
S05817,Hay Nets / Hay Bags,13391,20/04/2025 18:09
S05818,Manure Scoops,14718,30/04/2025 07:01
S05819,Shovels / Rakes,12957,16/05/2025 11:20
S05820,Shovels / Rakes,21042,26/04/2025 11:25
S05821,Stable Brooms / Yard Brushes,26642,08/05/2025 05:20
S05822,Stable Brooms / Yard Brushes,27674,22/04/2025 16:46
S05823,Muck Forks / Stable Forks,18126,10/05/2025 08:56
S05824,Hay Nets / Hay Bags,13409,26/04/2025 08:55
S05825,Storage Bins / Feed Storage,20410,22/04/2025 12:08
S05826,Feed Buckets / Feed Tubs,16349,29/04/2025 12:07
S05827,Muck Forks / Stable Forks,27527,16/05/2025 16:16
S05828,Rubber Matting (for stalls and walkways),17062,07/05/2025 07:24
S05829,Water Troughs / Water Buckets,8330,23/04/2025 13:55
S05830,Manure Scoops,9954,26/04/2025 21:17
S05831,Rubber Matting (for stalls and walkways),11807,20/05/2025 17:24
S05832,Stable Brooms / Yard Brushes,15974,27/04/2025 10:25
S05833,Shovels / Rakes,21042,26/04/2025 15:38
S05834,Hay Nets / Hay Bags,7465,22/04/2025 13:13
S05835,Storage Bins / Feed Storage,10038,15/05/2025 20:52
S05836,Hay Nets / Hay Bags,7465,22/04/2025 10:46
S05837,Manure Scoops,19669,23/04/2025 08:11
S05838,Manure Scoops,9954,26/04/2025 11:33
S05839,Stable Brooms / Yard Brushes,23774,28/04/2025 13:24
S05840,Stable Brooms / Yard Brushes,20976,21/04/2025 09:43
S05841,Storage Bins / Feed Storage,12024,21/04/2025 18:36
S05842,Hay Nets / Hay Bags,4223,10/05/2025 10:05
S05843,Stable Brooms / Yard Brushes,24344,15/05/2025 07:35
S05844,Stable Brooms / Yard Brushes,19460,11/05/2025 19:02
S05845,Manure Scoops,17901,29/04/2025 21:58
S05846,Feed Buckets / Feed Tubs,22488,24/04/2025 19:12
S05847,Storage Bins / Feed Storage,29009,19/04/2025 19:40
S05848,Shovels / Rakes,10162,15/05/2025 10:49
S05849,Storage Bins / Feed Storage,20410,22/04/2025 18:24
S05850,Hay Nets / Hay Bags,21645,07/05/2025 21:58
S05851,Manure Scoops,19669,23/04/2025 15:09
S05852,Stable Brooms / Yard Brushes,32875,05/05/2025 06:59
S05853,Muck Forks / Stable Forks,18797,17/05/2025 17:27
S05854,Stable Brooms / Yard Brushes,,
S05855,Storage Bins / Feed Storage,11713,13/05/2025 21:08
S05856,Stable Brooms / Yard Brushes,26642,08/05/2025 12:58
S05857,Storage Bins / Feed Storage,13723,25/04/2025 07:42
S05858,Storage Bins / Feed Storage,10038,15/05/2025 18:35
S05859,Hay Nets / Hay Bags,18260,14/05/2025 16:47
S05860,Storage Bins / Feed Storage,14536,14/05/2025 12:21
S05861,Shovels / Rakes,38851,24/04/2025 21:40
S05862,Muck Forks / Stable Forks,18126,10/05/2025 11:37
S05863,Storage Bins / Feed Storage,18868,20/05/2025 05:53
S05864,Stable Brooms / Yard Brushes,22130,25/04/2025 07:52
S05865,Stable Brooms / Yard Brushes,15026,29/04/2025 12:03
S05866,Muck Forks / Stable Forks,15831,29/04/2025 16:52
S05867,Storage Bins / Feed Storage,18868,20/05/2025 21:02
S05868,Muck Forks / Stable Forks,16090,13/05/2025 18:21
S05869,Feed Buckets / Feed Tubs,31070,27/04/2025 15:05
S05870,Manure Scoops,9954,26/04/2025 07:03
S05871,Manure Scoops,8429,24/04/2025 19:03
S05872,Rubber Matting (for stalls and walkways),10934,21/05/2025 14:32
S05873,Water Troughs / Water Buckets,3944,27/04/2025 18:22
S05874,Water Troughs / Water Buckets,8330,23/04/2025 12:57
S05875,Shovels / Rakes,14142,28/04/2025 07:44
S05876,Manure Scoops,17034,28/04/2025 16:55
S05877,Muck Forks / Stable Forks,10410,09/05/2025 06:35
S05878,Hay Nets / Hay Bags,18260,14/05/2025 15:40
S05879,Storage Bins / Feed Storage,9483,24/04/2025 12:12
S05880,Feed Buckets / Feed Tubs,26642,30/04/2025 08:00
S05881,Stable Brooms / Yard Brushes,15974,27/04/2025 14:41
S05882,Water Troughs / Water Buckets,16089,26/04/2025 12:45
S05883,Feed Buckets / Feed Tubs,26608,20/04/2025 10:40
S05884,Water Troughs / Water Buckets,9518,22/04/2025 16:06
S05885,Hay Nets / Hay Bags,24584,19/05/2025 21:08
S05886,Hay Nets / Hay Bags,18260,14/05/2025 07:31
S05887,Shovels / Rakes,13964,04/05/2025 10:00
S05888,Stable Brooms / Yard Brushes,15026,29/04/2025 05:58
S05889,Storage Bins / Feed Storage,26385,06/05/2025 13:00
S05890,Feed Buckets / Feed Tubs,25955,19/05/2025 14:38
S05891,Shovels / Rakes,15405,13/05/2025 13:07
S05892,Feed Buckets / Feed Tubs,24045,17/05/2025 18:04
S05893,Feed Buckets / Feed Tubs,23388,21/04/2025 06:47
S05894,Storage Bins / Feed Storage,9483,24/04/2025 05:55
S05895,Rubber Matting (for stalls and walkways),17062,07/05/2025 09:58
S05896,Manure Scoops,17901,29/04/2025 06:07
S05897,Manure Scoops,8429,24/04/2025 07:16
S05898,Muck Forks / Stable Forks,16984,18/05/2025 20:24
S05899,Stable Brooms / Yard Brushes,24378,24/04/2025 17:56
S05900,Shovels / Rakes,21077,22/04/2025 18:48
S05901,Manure Scoops,14718,30/04/2025 15:42
S05902,Storage Bins / Feed Storage,24142,05/05/2025 16:59
S05903,Stable Brooms / Yard Brushes,22130,25/04/2025 16:04
S05904,Feed Buckets / Feed Tubs,14173,20/05/2025 18:16
S05905,Rubber Matting (for stalls and walkways),9207,12/05/2025 08:46
S05906,Shovels / Rakes,14205,09/05/2025 20:52
S05907,Storage Bins / Feed Storage,15314,20/04/2025 16:35
S05908,Water Troughs / Water Buckets,9518,22/04/2025 10:15
S05909,Hay Nets / Hay Bags,11493,03/05/2025 05:07
S05910,Water Troughs / Water Buckets,16089,26/04/2025 15:24
S05911,Manure Scoops,19669,23/04/2025 10:41
S05912,Muck Forks / Stable Forks,5337,15/05/2025 15:56
S05913,Storage Bins / Feed Storage,24208,29/04/2025 07:35
S05914,Stable Brooms / Yard Brushes,12399,19/05/2025 16:52
S05915,Shovels / Rakes,7724,23/04/2025 20:43
S05916,Stable Brooms / Yard Brushes,32504,12/05/2025 10:49
S05917,Storage Bins / Feed Storage,24142,05/05/2025 07:16
S05918,Stable Brooms / Yard Brushes,26846,14/05/2025 21:15
S05919,Water Troughs / Water Buckets,24599,30/04/2025 05:11
S05920,Feed Buckets / Feed Tubs,24529,06/05/2025 10:20
S05921,Feed Buckets / Feed Tubs,24664,26/04/2025 21:57
S05922,Stable Brooms / Yard Brushes,19460,11/05/2025 06:59
S05923,Muck Forks / Stable Forks,18797,17/05/2025 06:24
