shipment_id,product_id,units_ordered,units_received,unit_cost_GBP,freight_cost_GBP
S04926,Stable Brooms / Yard Brushes,2977,2977,25.25,1392.53
S04927,Hay Nets / Hay Bags,1120,1120,25.05,1684.18
S04928,Hay Nets / Hay Bags,1442,1442,16.61,810.14
S04929,Water Troughs / Water Buckets,4185,4185,33.37,251.84
S04930,Rubber Matting (for stalls and walkways),730,730,22.85,654.07
S04931,Storage Bins / Feed Storage,1329,1329,13.59,2348.58
S04932,Feed Buckets / Feed Tubs,2731,2731,5.43,1701.32
S04933,Manure Scoops,1766,1766,16.12,2070.08
S04934,Manure Scoops,1840,1840,26.41,341.86
S04935,Shovels / Rakes,1153,1153,7.01,1935.62
S04936,Rubber Matting (for stalls and walkways),1168,1168,7.32,1487.99
S04937,Shovels / Rakes,2064,2064,17.47,2280.45
S04938,Water Troughs / Water Buckets,4989,4399,7.32,1083.6
S04939,Hay Nets / Hay Bags,4839,4839,7.8,1906.32
S04940,Stable Brooms / Yard Brushes,4198,4198,0.84,795.12
S04941,Manure Scoops,2701,2701,21.06,2265
S04942,Water Troughs / Water Buckets,4233,4014,23.58,1713.81
S04943,Stable Brooms / Yard Brushes,1148,1148,11.93,515.1
S04944,Storage Bins / Feed Storage,3232,3232,18.22,2409.07
S04945,Water Troughs / Water Buckets,3671,3671,5.66,2364.57
S04946,Stable Brooms / Yard Brushes,3398,3398,30.62,641.35
S04947,Water Troughs / Water Buckets,3637,3637,34.62,215.11
S04948,Shovels / Rakes,3008,3008,7.16,238.81
S04949,Manure Scoops,1553,1390,20.31,1320.83
S04950,Stable Brooms / Yard Brushes,1310,1171,13.5,1396.17
S04951,Manure Scoops,4979,4979,17.31,1728.26
S04952,Water Troughs / Water Buckets,1600,1600,8.5,500.89
S04953,Storage Bins / Feed Storage,670,670,15.94,888.35
S04954,Muck Forks / Stable Forks,810,NULL,2.49,1208.44
S04955,Shovels / Rakes,3765,3765,2.85,1061.39
S04956,Water Troughs / Water Buckets,4410,4410,0.8,2403
S04957,Rubber Matting (for stalls and walkways),1432,1432,10.91,850.61
S04958,Hay Nets / Hay Bags,697,697,16.62,170.18
S04959,Shovels / Rakes,1834,1653,8.93,1414.6
S04960,Water Troughs / Water Buckets,1961,1961,1.24,545.91
S04961,Shovels / Rakes,2036,1953,33.57,905.04
S04962,Feed Buckets / Feed Tubs,4663,4663,23.19,608.43
S04963,Hay Nets / Hay Bags,1580,1580,34.87,1248.62
S04964,Hay Nets / Hay Bags,4402,4402,17.36,597.1
S04965,Muck Forks / Stable Forks,3843,3843,28.36,1555.06
S04966,Hay Nets / Hay Bags,4129,4129,5.75,1174.08
S04967,Hay Nets / Hay Bags,2507,2507,21.22,459.2
S04968,Stable Brooms / Yard Brushes,3535,3535,24.41,2255.22
S04969,Water Troughs / Water Buckets,3790,3790,21.32,649.71
S04970,Feed Buckets / Feed Tubs,2650,2650,10.97,2327.5
S04971,Manure Scoops,688,688,3.93,1139.41
S04972,Feed Buckets / Feed Tubs,4492,4203,5.02,1625.22
S04973,Storage Bins / Feed Storage,1931,1931,4.55,1940.39
S04974,Shovels / Rakes,95,95,17.48,993.13
S04975,Muck Forks / Stable Forks,1131,1131,30.62,1946.27
S04976,Storage Bins / Feed Storage,1737,1737,7.49,1635.82
S04977,Stable Brooms / Yard Brushes,153,153,9.25,2339.49
S04978,Shovels / Rakes,3134,3134,32.52,689.44
S04979,Manure Scoops,554,554,23.78,1866.73
S04980,Storage Bins / Feed Storage,3549,3549,6.58,1719.34
S04981,Muck Forks / Stable Forks,406,406,5.06,758.03
S04982,Manure Scoops,2329,2329,10.56,2483.3
S04983,Rubber Matting (for stalls and walkways),2610,2610,24.72,184.83
S04984,Stable Brooms / Yard Brushes,943,943,11.04,771.28
S04985,Feed Buckets / Feed Tubs,3845,3672,23.03,1922.86
S04986,Feed Buckets / Feed Tubs,905,905,32.29,1671.24
S04987,Feed Buckets / Feed Tubs,558,558,2.64,800.99
S04988,Stable Brooms / Yard Brushes,3507,3507,32.05,1775.11
S04989,Hay Nets / Hay Bags,1681,1681,4.22,1288.99
S04990,Storage Bins / Feed Storage,689,689,32,1525.15
S04991,Water Troughs / Water Buckets,2996,2996,21.36,1370.21
S04992,Feed Buckets / Feed Tubs,724,724,1.21,1890.51
S04993,Storage Bins / Feed Storage,2784,2784,14.66,2077.55
S04994,Muck Forks / Stable Forks,3222,3222,7.1,1564.76
S04995,Storage Bins / Feed Storage,2906,2906,15.23,2195.41
S04996,Manure Scoops,3948,3948,7.31,1487.29
S04997,Water Troughs / Water Buckets,1618,1450,20.02,1835.69
S04998,Manure Scoops,392,392,8.31,1318.46
S04999,Stable Brooms / Yard Brushes,1052,1052,33.05,2410.43
S05000,Hay Nets / Hay Bags,4897,4897,13.15,2419.68
S05001,Stable Brooms / Yard Brushes,3180,3180,30.64,1539.38
S05002,Manure Scoops,3576,3576,5.43,98.26
S05003,Feed Buckets / Feed Tubs,213,213,13.77,162.89
S05004,Feed Buckets / Feed Tubs,4199,4199,27.53,63.4
S05005,Water Troughs / Water Buckets,3401,3401,24.91,1681.31
S05006,Muck Forks / Stable Forks,723,723,8.01,944.36
S05007,Water Troughs / Water Buckets,4631,4631,20.54,2475.84
S05008,Rubber Matting (for stalls and walkways),71,71,15.66,157.73
S05009,Muck Forks / Stable Forks,3599,3599,29.07,705.66
S05010,Feed Buckets / Feed Tubs,2475,2475,5.65,512.13
S05011,Storage Bins / Feed Storage,173,173,8.16,1202.19
S05012,Hay Nets / Hay Bags,3299,3299,21.43,374.88
S05013,Water Troughs / Water Buckets,181,181,10.43,2163.03
S05014,Water Troughs / Water Buckets,2830,2830,10.9,2414.19
S05015,Storage Bins / Feed Storage,2617,2617,26.81,1526.44
S05016,Shovels / Rakes,1258,1258,19.42,1190.71
S05017,Muck Forks / Stable Forks,3431,3431,9.15,85.79
S05018,Hay Nets / Hay Bags,3924,3924,3.49,1236.55
S05019,Rubber Matting (for stalls and walkways),4504,4504,4.39,545.58
S05020,Storage Bins / Feed Storage,4592,4592,30.54,1159.01
S05021,Feed Buckets / Feed Tubs,1411,1411,16.74,168.32
S05022,Muck Forks / Stable Forks,4934,4934,8.92,1461.83
S05023,Hay Nets / Hay Bags,3173,3173,4.71,1683.13
S05024,Muck Forks / Stable Forks,4436,4436,4.24,945.85
S05025,Rubber Matting (for stalls and walkways),4162,4162,31.47,2128.96
S05026,Feed Buckets / Feed Tubs,3122,3122,28.84,1821.25
S05027,Manure Scoops,2275,2275,15.08,1683.88
S05028,Water Troughs / Water Buckets,4692,4692,17.97,918.48
S05029,Feed Buckets / Feed Tubs,2055,2055,27.27,1939.72
S05030,Stable Brooms / Yard Brushes,2042,2042,22.48,2137.37
S05031,Storage Bins / Feed Storage,1360,1360,12.8,367.37
S05032,Rubber Matting (for stalls and walkways),2345,2345,34.74,905.57
S05033,Storage Bins / Feed Storage,1505,1505,33.26,1018.46
S05034,Stable Brooms / Yard Brushes,1801,1801,23.88,1558.85
S05035,Muck Forks / Stable Forks,3031,3031,11.82,997.89
S05036,Rubber Matting (for stalls and walkways),2804,2804,17.6,1379.36
S05037,Stable Brooms / Yard Brushes,912,912,17.8,1845.52
S05038,Manure Scoops,4017,4017,33.76,2124.06
S05039,Hay Nets / Hay Bags,99,99,26.5,789.62
S05040,Feed Buckets / Feed Tubs,2277,2277,10.28,646.56
S05041,Storage Bins / Feed Storage,532,532,27.32,1546.71
S05042,Manure Scoops,1821,1821,28.05,331.8
S05043,Hay Nets / Hay Bags,1668,1668,9.05,1576.78
S05044,Hay Nets / Hay Bags,3792,3792,17.35,940.77
S05045,Rubber Matting (for stalls and walkways),4762,4762,31.71,1218.03
S05046,Shovels / Rakes,4581,4581,20.7,280.25
S05047,Stable Brooms / Yard Brushes,2206,2206,6.33,769.73
S05048,Stable Brooms / Yard Brushes,1674,1674,17.61,125.87
S05049,Storage Bins / Feed Storage,2167,2167,13.89,1650.6
S05050,Feed Buckets / Feed Tubs,2581,2581,5.91,128.09
S05051,Muck Forks / Stable Forks,2740,2740,32.21,681.76
S05052,Feed Buckets / Feed Tubs,1178,1178,10.41,836.13
S05053,Manure Scoops,1739,1739,10.48,544.21
S05054,Manure Scoops,3744,3744,22.73,1353.49
S05055,Feed Buckets / Feed Tubs,3551,3551,4.9,2360.79
S05056,Stable Brooms / Yard Brushes,1934,1934,23.17,2216.16
S05057,Manure Scoops,4188,4188,11.74,1572.42
S05058,Feed Buckets / Feed Tubs,2199,2199,28.15,1446.43
S05059,Manure Scoops,226,226,24.34,1848.75
S05060,Hay Nets / Hay Bags,2957,2957,18.2,1240
S05061,Rubber Matting (for stalls and walkways),4679,4679,28.63,2244.97
S05062,Muck Forks / Stable Forks,890,890,10.82,1655.15
S05063,Feed Buckets / Feed Tubs,3794,3794,6.4,67.77
S05064,Rubber Matting (for stalls and walkways),1211,1211,19.89,1766.6
S05065,Rubber Matting (for stalls and walkways),4121,4121,15.59,1031.04
S05066,Hay Nets / Hay Bags,1079,1079,25.83,896.52
S05067,Rubber Matting (for stalls and walkways),2641,2641,14.57,1693.27
S05068,Storage Bins / Feed Storage,3882,3882,27.32,287.03
S05069,Muck Forks / Stable Forks,3277,3277,19.87,595.12
S05070,Rubber Matting (for stalls and walkways),1552,1552,11.07,1771.68
S05071,Manure Scoops,3847,3847,24.37,2166.19
S05072,Stable Brooms / Yard Brushes,453,453,25.14,1320.91
S05073,Rubber Matting (for stalls and walkways),3825,3825,1.75,1472.52
S05074,Manure Scoops,458,458,NULL,886.1
S05075,Muck Forks / Stable Forks,4744,4744,4.54,77.35
S05076,Feed Buckets / Feed Tubs,608,608,4.59,68.42
S05077,Rubber Matting (for stalls and walkways),4185,4185,4.6,2464.28
S05078,Muck Forks / Stable Forks,842,842,25.14,1146.08
S05079,Muck Forks / Stable Forks,2312,2312,14.46,173.89
S05080,Rubber Matting (for stalls and walkways),4582,4582,8.75,2249.43
S05081,Hay Nets / Hay Bags,4683,4683,3.23,485.51
S05082,Rubber Matting (for stalls and walkways),4560,4560,19.41,533.07
S05083,Water Troughs / Water Buckets,800,800,7.19,2302.75
S05084,Storage Bins / Feed Storage,3692,3692,5.59,737.42
S05085,Muck Forks / Stable Forks,1267,1267,23.89,1884.87
S05086,Stable Brooms / Yard Brushes,4704,4704,14.44,393.01
S05087,Storage Bins / Feed Storage,1121,1121,0.82,1768.86
S05088,Hay Nets / Hay Bags,1119,1119,18.61,305.88
S05089,Manure Scoops,3973,3973,14.45,1620.88
S05090,Shovels / Rakes,4171,4171,16.23,893.73
S05091,Manure Scoops,2127,2127,19.36,184.92
S05092,Hay Nets / Hay Bags,2191,2191,16.96,1233.66
S05093,Stable Brooms / Yard Brushes,3577,3577,16.97,85.72
S05094,Hay Nets / Hay Bags,1427,1427,18.43,429.98
S05095,Stable Brooms / Yard Brushes,3770,3770,5.12,96
S05096,Feed Buckets / Feed Tubs,3617,3617,22.25,1444.34
S05097,Muck Forks / Stable Forks,3521,3521,23.53,2296.57
S05098,Storage Bins / Feed Storage,2270,2270,29.63,55.37
S05099,Hay Nets / Hay Bags,3580,3580,8.34,871.38
S05100,Rubber Matting (for stalls and walkways),3176,3176,17.46,1761.21
S05101,Feed Buckets / Feed Tubs,2203,2203,18.66,125.05
S05102,Stable Brooms / Yard Brushes,2935,2935,30.12,1335.55
S05103,Stable Brooms / Yard Brushes,3112,3112,12.83,2480.08
S05104,Feed Buckets / Feed Tubs,2197,2197,23.67,148.44
S05105,Water Troughs / Water Buckets,1135,1135,16.79,2064.08
S05106,Stable Brooms / Yard Brushes,4545,4545,22.26,1494.49
S05107,Water Troughs / Water Buckets,3683,3683,12.18,1599.04
S05108,Stable Brooms / Yard Brushes,4586,4586,10.76,1315.01
S05109,Storage Bins / Feed Storage,3075,3075,21.81,1738.96
S05110,Manure Scoops,3901,3901,18.53,91.78
S05111,Stable Brooms / Yard Brushes,108,108,12.65,844.78
S05112,Feed Buckets / Feed Tubs,1656,1656,31.36,261.42
S05113,Water Troughs / Water Buckets,4508,4508,5.04,611.39
S05114,Muck Forks / Stable Forks,4828,4828,20.15,2307.89
S05115,Storage Bins / Feed Storage,407,407,5.75,1553.56
S05116,Feed Buckets / Feed Tubs,3091,3091,31.51,92.72
S05117,Hay Nets / Hay Bags,258,258,17.65,1273.34
S05118,Hay Nets / Hay Bags,4681,4681,7.35,2237.62
S05119,Storage Bins / Feed Storage,3907,3907,28.21,1012.71
S05120,Feed Buckets / Feed Tubs,52,52,30.81,2025.94
S05121,Stable Brooms / Yard Brushes,2672,2672,27.74,211.71
S05122,Muck Forks / Stable Forks,443,443,7.98,2230.86
S05123,Stable Brooms / Yard Brushes,54,54,7.58,2157.06
S05124,Feed Buckets / Feed Tubs,3193,3193,21.38,774.53
S05125,Shovels / Rakes,1853,1714,26.41,604.84
S05126,Storage Bins / Feed Storage,3714,3714,7.83,763.95
S05127,Stable Brooms / Yard Brushes,1568,1568,5.89,839.53
S05128,Hay Nets / Hay Bags,2114,2114,28.57,121.35
S05129,Muck Forks / Stable Forks,3551,3551,3.99,789.77
S05130,Feed Buckets / Feed Tubs,2266,2266,7.91,1243.49
S05131,Water Troughs / Water Buckets,837,837,5.02,1729.95
S05132,Manure Scoops,4329,4329,3.23,1752.1
S05133,Rubber Matting (for stalls and walkways),2540,2540,8.45,1998.96
S05134,Stable Brooms / Yard Brushes,2277,2277,30.64,1122.21
S05135,Feed Buckets / Feed Tubs,1663,1663,34.95,266.25
S05136,Manure Scoops,4142,4142,22.67,1443.84
S05137,Rubber Matting (for stalls and walkways),3519,3519,3.96,752.99
S05138,Manure Scoops,3743,3743,28.32,1464.01
S05139,Shovels / Rakes,2988,2988,34.55,2390.46
S05140,Feed Buckets / Feed Tubs,568,568,1.24,127.43
S05141,Rubber Matting (for stalls and walkways),4627,4627,17.43,2014.2
S05142,Water Troughs / Water Buckets,1958,1958,33.36,1718.43
S05143,Storage Bins / Feed Storage,1517,1517,21.77,1284.34
S05144,Storage Bins / Feed Storage,739,739,27.28,1973.59
S05145,Stable Brooms / Yard Brushes,423,423,25.73,678.28
S05146,Water Troughs / Water Buckets,293,293,17.16,108.56
S05147,Feed Buckets / Feed Tubs,3861,3861,27.97,1705.8
S05148,Rubber Matting (for stalls and walkways),1098,1098,32.28,1568.68
S05149,Water Troughs / Water Buckets,424,424,12.84,1919.72
S05150,Hay Nets / Hay Bags,2078,2078,25.22,1808.66
S05151,Shovels / Rakes,4726,4726,15.18,217.83
S05152,Water Troughs / Water Buckets,2026,2026,12.45,1806.29
S05153,Storage Bins / Feed Storage,3356,3356,24.75,1525.61
S05154,Water Troughs / Water Buckets,1745,1745,19.65,2399.56
S05155,Muck Forks / Stable Forks,2596,2596,13.23,1321.31
S05156,Water Troughs / Water Buckets,3836,3836,15.28,504.18
S05157,Muck Forks / Stable Forks,4817,4817,19.21,933.93
S05158,Hay Nets / Hay Bags,2789,2789,5.8,1104.19
S05159,Storage Bins / Feed Storage,2932,2932,15.11,2176.49
S05160,Rubber Matting (for stalls and walkways),4670,4670,1.13,1321.52
S05161,Storage Bins / Feed Storage,3223,3223,29.56,1797.54
S05162,Shovels / Rakes,3702,3702,26.22,67.25
S05163,Storage Bins / Feed Storage,3247,3247,21.72,2338.34
S05164,Shovels / Rakes,2826,2826,1.15,1151.6
S05165,Rubber Matting (for stalls and walkways),2577,2577,13.01,1741.46
S05166,Manure Scoops,3002,3002,34.5,898.44
S05167,Shovels / Rakes,4521,4521,16.4,272.4
S05168,Feed Buckets / Feed Tubs,2440,2440,2.82,1695.7
S05169,Stable Brooms / Yard Brushes,1734,1734,2.96,459.86
S05170,Hay Nets / Hay Bags,3968,3968,21.31,1885.29
S05171,Feed Buckets / Feed Tubs,2573,2573,29.67,2325.25
S05172,Hay Nets / Hay Bags,1010,1010,30.6,198.74
S05173,Water Troughs / Water Buckets,1822,1822,18.26,1498.34
S05174,Stable Brooms / Yard Brushes,1136,1136,27.08,1394.45
S05175,Rubber Matting (for stalls and walkways),710,710,34.31,1965.57
S05176,Feed Buckets / Feed Tubs,2866,2866,28.59,1936.39
S05177,Storage Bins / Feed Storage,1296,1296,11.66,250.4
S05178,Rubber Matting (for stalls and walkways),2231,2231,7.57,2280.02
S05179,Hay Nets / Hay Bags,647,647,15.94,236.07
S05180,Shovels / Rakes,2264,2264,6.2,1541.3
S05181,Hay Nets / Hay Bags,4739,4739,33.52,1288.33
S05182,Shovels / Rakes,4700,4700,33.88,322.03
S05183,Water Troughs / Water Buckets,1317,1317,28.62,1134.69
S05184,Stable Brooms / Yard Brushes,3328,3328,20.69,82.18
S05185,Storage Bins / Feed Storage,3132,3132,14.99,2177.62
S05186,Storage Bins / Feed Storage,371,371,7.28,1791.15
S05187,Shovels / Rakes,4863,4863,3.52,545.14
S05188,Stable Brooms / Yard Brushes,1500,1500,26.47,42.78
S05189,Hay Nets / Hay Bags,981,981,15.81,2143.03
S05190,Water Troughs / Water Buckets,3729,3729,16.23,942.89
S05191,Feed Buckets / Feed Tubs,3785,3785,8.94,610.88
S05192,Stable Brooms / Yard Brushes,350,350,19.56,1296.72
S05193,Water Troughs / Water Buckets,82,82,29.03,1411
S05194,Feed Buckets / Feed Tubs,2600,2600,34.39,1801.03
S05195,Storage Bins / Feed Storage,4625,4625,32.2,1450.44
S05196,Water Troughs / Water Buckets,4979,4979,20.96,2284.98
S05197,Stable Brooms / Yard Brushes,3587,3587,19.26,1681.51
S05198,Feed Buckets / Feed Tubs,4952,4952,5.98,806.99
S05199,Feed Buckets / Feed Tubs,833,833,16.13,938.63
S05200,Storage Bins / Feed Storage,1335,1206,6.5,654.33
S05201,Shovels / Rakes,3082,3082,14.94,75.19
S05202,Stable Brooms / Yard Brushes,564,564,20.72,292.67
S05203,Feed Buckets / Feed Tubs,2117,2117,15.15,2456.22
S05204,Feed Buckets / Feed Tubs,1281,1281,0.97,124.08
S05205,Stable Brooms / Yard Brushes,3977,3977,20.77,2190.53
S05206,Stable Brooms / Yard Brushes,676,676,4.12,2078.98
S05207,Feed Buckets / Feed Tubs,2663,2663,26.68,106.95
S05208,Shovels / Rakes,2955,2955,20.83,561.42
S05209,Feed Buckets / Feed Tubs,2112,2112,26.79,1062.7
S05210,Hay Nets / Hay Bags,3130,3130,6.56,1196.74
S05211,Manure Scoops,2169,2169,14.84,1138.24
S05212,Hay Nets / Hay Bags,2239,2239,21.43,2033.71
S05213,Stable Brooms / Yard Brushes,4135,4135,16.47,2159.39
S05214,Shovels / Rakes,2596,2596,28.64,554.08
S05215,Storage Bins / Feed Storage,4722,4722,23.75,1426.23
S05216,Feed Buckets / Feed Tubs,268,268,16.73,750.02
S05217,Feed Buckets / Feed Tubs,3145,3145,4.59,1117.74
S05218,Shovels / Rakes,2146,2146,11.24,518.61
S05219,Muck Forks / Stable Forks,3797,3797,12.55,946.55
S05220,Muck Forks / Stable Forks,585,585,2.57,1745.08
S05221,Feed Buckets / Feed Tubs,3833,3833,9.78,2406.07
S05222,Hay Nets / Hay Bags,1096,1096,9.27,1428.22
S05223,Water Troughs / Water Buckets,670,670,29.88,1927.78
S05224,Feed Buckets / Feed Tubs,2097,2097,9.53,1090.63
S05225,Water Troughs / Water Buckets,4010,4010,21.25,1651.55
S05226,Muck Forks / Stable Forks,3824,3824,27.93,2322.09
S05227,Stable Brooms / Yard Brushes,148,148,30.1,2413.03
S05228,Storage Bins / Feed Storage,1336,1336,14.1,2248.27
S05229,Shovels / Rakes,198,198,32.85,964.67
S05230,Hay Nets / Hay Bags,2524,2524,6.54,1860.31
S05231,Water Troughs / Water Buckets,4075,4075,5.64,2481.74
S05232,Shovels / Rakes,4727,4727,3.52,1705.11
S05233,Storage Bins / Feed Storage,3142,3142,13.57,2080.04
S05234,Rubber Matting (for stalls and walkways),664,664,22.2,2044.79
S05235,Shovels / Rakes,1409,1409,21.95,1399.72
S05236,Shovels / Rakes,353,353,24.65,1663.92
S05237,Stable Brooms / Yard Brushes,3217,3217,17.65,912.56
S05238,Water Troughs / Water Buckets,2479,2479,17.24,477.08
S05239,Hay Nets / Hay Bags,4858,4858,26.85,2490.6
S05240,Feed Buckets / Feed Tubs,2285,2285,5.71,502.04
S05241,Muck Forks / Stable Forks,3026,3026,27.7,325.28
S05242,Hay Nets / Hay Bags,3782,3782,6.06,1609.59
S05243,Stable Brooms / Yard Brushes,2584,2584,8.54,1811.77
S05244,Storage Bins / Feed Storage,612,612,9.19,919.13
S05245,Feed Buckets / Feed Tubs,2393,2393,3.58,1039
S05246,Water Troughs / Water Buckets,2904,2904,33.15,1105.56
S05247,Feed Buckets / Feed Tubs,2089,2089,26.09,1142.13
S05248,Water Troughs / Water Buckets,3704,3704,26.22,1801.74
S05249,Manure Scoops,4969,4969,17.16,2134.09
S05250,Hay Nets / Hay Bags,1320,1320,28.44,1508.32
S05251,Shovels / Rakes,3159,3159,4.39,1754.02
S05252,Muck Forks / Stable Forks,3046,3046,12.63,929.03
S05253,Manure Scoops,4734,4734,10.3,2024.57
S05254,Water Troughs / Water Buckets,4146,4146,24.61,1830.43
S05255,Muck Forks / Stable Forks,2799,2799,13.36,1810.11
S05256,Stable Brooms / Yard Brushes,331,331,32.31,2047.66
S05257,Hay Nets / Hay Bags,3901,3901,19.33,1907.53
S05258,Rubber Matting (for stalls and walkways),3877,3877,11.49,1754.21
S05259,Shovels / Rakes,3623,3623,10.39,670.67
S05260,Storage Bins / Feed Storage,995,892,9.38,1577.94
S05261,Feed Buckets / Feed Tubs,1320,1320,31.62,169.35
S05262,Rubber Matting (for stalls and walkways),1822,1822,27.32,1441.18
S05263,Storage Bins / Feed Storage,2289,2289,12.12,1694.2
S05264,Feed Buckets / Feed Tubs,4461,4461,32.59,2341.68
S05265,Stable Brooms / Yard Brushes,3532,3532,32.73,1952.37
S05266,Rubber Matting (for stalls and walkways),1828,1828,15.41,1428.12
S05267,Muck Forks / Stable Forks,1174,1174,15.42,1357.58
S05268,Muck Forks / Stable Forks,1401,1401,14.3,1585.06
S05269,Storage Bins / Feed Storage,408,408,5.02,2330.44
S05270,Manure Scoops,3348,3348,NULL,2267.73
S05271,Water Troughs / Water Buckets,3921,3921,31.91,1248.48
S05272,Water Troughs / Water Buckets,3085,3085,20.29,465.76
S05273,Shovels / Rakes,4524,4524,33.9,1831.17
S05274,Stable Brooms / Yard Brushes,2048,2048,26.78,1129.14
S05275,Manure Scoops,4486,4486,15.62,435.43
S05276,Manure Scoops,1453,1437,7.93,65.07
S05277,Storage Bins / Feed Storage,676,676,22.27,794.08
S05278,Storage Bins / Feed Storage,355,355,19.61,1571.92
S05279,Rubber Matting (for stalls and walkways),2421,2421,16.46,1989.81
S05280,Hay Nets / Hay Bags,2989,2989,16.42,1267.14
S05281,Stable Brooms / Yard Brushes,94,94,20.57,1437.69
S05282,Feed Buckets / Feed Tubs,1492,1492,9,607.61
S05283,Feed Buckets / Feed Tubs,1606,1521,11.76,2470.55
S05284,Rubber Matting (for stalls and walkways),1065,1065,18.83,411.98
S05285,Shovels / Rakes,2181,2181,19.15,753.06
S05286,Storage Bins / Feed Storage,1126,1126,9.9,1633.2
S05287,Stable Brooms / Yard Brushes,3362,3362,3.45,2285.9
S05288,Shovels / Rakes,2038,2038,26.8,613.16
S05289,Stable Brooms / Yard Brushes,80,80,29.04,1969.46
S05290,Hay Nets / Hay Bags,3037,3037,4.76,1613.5
S05291,Hay Nets / Hay Bags,2768,2768,28.47,172.54
S05292,Stable Brooms / Yard Brushes,3845,3845,1.04,1488.25
S05293,Feed Buckets / Feed Tubs,74,74,13.72,1645.75
S05294,Muck Forks / Stable Forks,2607,2607,8.02,307.52
S05295,Manure Scoops,2134,2134,5.7,701.64
S05296,Manure Scoops,4549,4549,27.85,777.21
S05297,Manure Scoops,2103,2103,17.6,1015.17
S05298,Feed Buckets / Feed Tubs,255,255,10.17,1244.35
S05299,Shovels / Rakes,1614,1614,18.12,1649.16
S05300,Storage Bins / Feed Storage,4377,4377,25.53,1332.17
S05301,Hay Nets / Hay Bags,1934,1934,11.85,882.84
S05302,Feed Buckets / Feed Tubs,3123,3123,7.88,1802.12
S05303,Water Troughs / Water Buckets,747,747,25.28,1622.62
S05304,Shovels / Rakes,1711,NULL,15.12,1568.54
